Date,Last trade price,Max,Min,Avg. Price,%chg.,Volume,Turnover in BEST in denars,Total turnover in denars,date_parsed
5/12/2016,361.00,/,/,361.00,0.00,0,0,0,2016-05-12
5/13/2016,361.00,/,/,361.00,0.00,0,0,0,2016-05-13
5/16/2016,361.00,/,/,361.00,0.00,0,0,0,2016-05-16
5/17/2016,361.00,/,/,361.00,0.00,0,0,0,2016-05-17
5/18/2016,361.00,/,/,361.00,0.00,0,0,0,2016-05-18
5/19/2016,361.00,/,/,361.00,0.00,0,0,0,2016-05-19
5/20/2016,361.00,/,/,361.00,0.00,0,0,0,2016-05-20
5/23/2016,361.00,/,/,361.00,0.00,0,0,0,2016-05-23
5/25/2016,361.00,/,/,361.00,0.00,0,0,0,2016-05-25
5/26/2016,380.00,380.00,380.00,380.00,5.26,60,"22,800","22,800",2016-05-26
5/27/2016,380.00,/,/,380.00,0.00,0,0,0,2016-05-27
5/30/2016,380.00,/,/,380.00,0.00,0,0,0,2016-05-30
5/31/2016,396.00,396.00,396.00,396.00,4.21,38,"15,048","15,048",2016-05-31
6/1/2016,396.00,/,/,396.00,0.00,0,0,0,2016-06-01
6/2/2016,397.00,397.00,397.00,397.00,0.25,100,"39,700","39,700",2016-06-02
6/3/2016,397.00,/,/,397.00,0.00,0,0,0,2016-06-03
6/6/2016,397.00,/,/,397.00,0.00,0,0,0,2016-06-06
6/7/2016,397.00,/,/,397.00,0.00,0,0,0,2016-06-07
6/8/2016,397.00,/,/,397.00,0.00,0,0,0,2016-06-08
6/9/2016,397.00,/,/,397.00,0.00,0,0,0,2016-06-09
6/10/2016,397.00,/,/,397.00,0.00,0,0,0,2016-06-10
6/13/2016,397.00,/,/,397.00,0.00,0,0,0,2016-06-13
6/14/2016,397.00,397.00,397.00,397.00,0.00,70,"27,790","27,790",2016-06-14
6/15/2016,397.00,/,/,397.00,0.00,0,0,0,2016-06-15
6/16/2016,397.00,/,/,397.00,0.00,0,0,0,2016-06-16
6/20/2016,397.00,/,/,397.00,0.00,0,0,0,2016-06-20
6/21/2016,397.00,/,/,397.00,0.00,0,0,0,2016-06-21
6/22/2016,397.00,/,/,397.00,0.00,0,0,0,2016-06-22
6/23/2016,397.00,/,/,397.00,0.00,0,0,0,2016-06-23
6/24/2016,397.00,/,/,397.00,0.00,0,0,0,2016-06-24
6/27/2016,397.00,/,/,397.00,0.00,0,0,0,2016-06-27
6/28/2016,397.00,/,/,397.00,0.00,0,0,0,2016-06-28
6/29/2016,397.00,/,/,397.00,0.00,0,0,0,2016-06-29
6/30/2016,397.00,/,/,397.00,0.00,0,0,0,2016-06-30
7/1/2016,397.00,/,/,397.00,0.00,0,0,0,2016-07-01
7/4/2016,400.00,400.00,400.00,400.00,0.76,80,"32,000","32,000",2016-07-04
7/6/2016,400.00,/,/,400.00,0.00,0,0,0,2016-07-06
7/7/2016,400.00,400.00,400.00,400.00,0.00,400,"160,000","160,000",2016-07-07
7/8/2016,400.00,/,/,400.00,0.00,0,0,0,2016-07-08
7/11/2016,400.00,/,/,400.00,0.00,0,0,0,2016-07-11
7/12/2016,400.00,/,/,400.00,0.00,0,0,0,2016-07-12
7/13/2016,413.00,413.00,413.00,413.00,3.25,27,"11,151","11,151",2016-07-13
7/14/2016,413.00,/,/,413.00,0.00,0,0,0,2016-07-14
7/15/2016,401.00,401.00,401.00,401.00,-2.91,"1,203","482,403","482,403",2016-07-15
7/18/2016,401.00,/,/,401.00,0.00,0,0,0,2016-07-18
7/19/2016,401.00,/,/,401.00,0.00,0,0,0,2016-07-19
7/20/2016,397.00,397.00,397.00,397.00,-1.00,7,"2,779","2,779",2016-07-20
7/21/2016,397.00,/,/,397.00,0.00,0,0,0,2016-07-21
7/22/2016,397.00,/,/,397.00,0.00,0,0,0,2016-07-22
7/25/2016,408.00,408.00,408.00,408.00,2.77,80,"32,640","32,640",2016-07-25
7/26/2016,408.00,/,/,408.00,0.00,0,0,0,2016-07-26
7/27/2016,408.00,/,/,408.00,0.00,0,0,0,2016-07-27
7/28/2016,408.00,/,/,408.00,0.00,0,0,0,2016-07-28
7/29/2016,408.00,/,/,408.00,0.00,0,0,0,2016-07-29
8/1/2016,408.00,/,/,408.00,0.00,0,0,0,2016-08-01
8/3/2016,408.00,/,/,408.00,0.00,0,0,0,2016-08-03
8/4/2016,408.00,/,/,408.00,0.00,0,0,0,2016-08-04
8/5/2016,408.00,/,/,408.00,0.00,0,0,0,2016-08-05
8/8/2016,408.00,/,/,408.00,0.00,0,0,0,2016-08-08
8/9/2016,408.00,/,/,408.00,0.00,0,0,0,2016-08-09
8/10/2016,408.00,/,/,408.00,0.00,0,0,0,2016-08-10
8/11/2016,408.00,/,/,408.00,0.00,0,0,0,2016-08-11
8/12/2016,408.00,/,/,408.00,0.00,0,0,0,2016-08-12
8/15/2016,408.00,/,/,408.00,0.00,0,0,0,2016-08-15
8/16/2016,408.00,/,/,408.00,0.00,0,0,0,2016-08-16
8/17/2016,408.00,/,/,408.00,0.00,0,0,0,2016-08-17
8/18/2016,408.00,/,/,408.00,0.00,0,0,0,2016-08-18
8/19/2016,408.00,/,/,408.00,0.00,0,0,0,2016-08-19
8/22/2016,408.00,/,/,408.00,0.00,0,0,0,2016-08-22
8/23/2016,408.00,/,/,408.00,0.00,0,0,0,2016-08-23
8/24/2016,408.00,/,/,408.00,0.00,0,0,0,2016-08-24
8/25/2016,408.00,/,/,408.00,0.00,0,0,0,2016-08-25
8/26/2016,408.00,/,/,408.00,0.00,0,0,0,2016-08-26
8/29/2016,408.00,/,/,408.00,0.00,0,0,0,2016-08-29
8/30/2016,408.00,/,/,408.00,0.00,0,0,0,2016-08-30
8/31/2016,408.00,/,/,408.00,0.00,0,0,0,2016-08-31
9/1/2016,408.00,/,/,408.00,0.00,0,0,0,2016-09-01
9/2/2016,408.00,/,/,408.00,0.00,0,0,0,2016-09-02
9/5/2016,408.00,/,/,408.00,0.00,0,0,0,2016-09-05
9/6/2016,408.00,/,/,408.00,0.00,0,0,0,2016-09-06
9/7/2016,408.00,/,/,408.00,0.00,0,0,0,2016-09-07
9/9/2016,420.00,420.00,420.00,420.00,2.94,50,"21,000","21,000",2016-09-09
9/12/2016,420.00,/,/,420.00,0.00,0,0,0,2016-09-12
9/13/2016,420.00,/,/,420.00,0.00,0,0,0,2016-09-13
9/14/2016,408.00,408.00,408.00,408.00,-2.86,20,"8,160","8,160",2016-09-14
9/15/2016,408.00,/,/,408.00,0.00,0,0,0,2016-09-15
9/16/2016,408.00,/,/,408.00,0.00,0,0,0,2016-09-16
9/19/2016,408.00,/,/,408.00,0.00,0,0,0,2016-09-19
9/20/2016,408.00,/,/,408.00,0.00,0,0,0,2016-09-20
9/21/2016,408.00,/,/,408.00,0.00,0,0,0,2016-09-21
9/22/2016,408.00,/,/,408.00,0.00,0,0,0,2016-09-22
9/23/2016,408.00,/,/,408.00,0.00,0,0,0,2016-09-23
9/26/2016,408.00,/,/,408.00,0.00,0,0,0,2016-09-26
9/27/2016,408.00,/,/,408.00,0.00,0,0,0,2016-09-27
9/28/2016,408.00,/,/,408.00,0.00,0,0,0,2016-09-28
9/29/2016,408.00,/,/,408.00,0.00,0,0,0,2016-09-29
9/30/2016,408.00,/,/,408.00,0.00,0,0,0,2016-09-30
10/3/2016,408.00,/,/,408.00,0.00,0,0,0,2016-10-03
10/4/2016,408.00,/,/,408.00,0.00,0,0,0,2016-10-04
10/5/2016,408.00,/,/,408.00,0.00,0,0,0,2016-10-05
10/6/2016,408.00,/,/,408.00,0.00,0,0,0,2016-10-06
10/7/2016,408.00,/,/,408.00,0.00,0,0,0,2016-10-07
10/10/2016,408.00,/,/,408.00,0.00,0,0,0,2016-10-10
10/12/2016,408.00,/,/,408.00,0.00,0,0,0,2016-10-12
10/13/2016,408.00,/,/,408.00,0.00,0,0,0,2016-10-13
10/14/2016,408.00,/,/,408.00,0.00,0,0,0,2016-10-14
10/17/2016,408.00,/,/,408.00,0.00,0,0,0,2016-10-17
10/18/2016,408.00,/,/,408.00,0.00,0,0,0,2016-10-18
10/19/2016,408.00,/,/,408.00,0.00,0,0,0,2016-10-19
10/20/2016,408.00,/,/,408.00,0.00,0,0,0,2016-10-20
10/21/2016,408.00,/,/,408.00,0.00,0,0,0,2016-10-21
10/25/2016,420.00,420.00,420.00,420.00,2.94,135,"56,700","56,700",2016-10-25
10/26/2016,503.00,503.00,503.00,503.00,19.76,140,"70,420","70,420",2016-10-26
10/27/2016,601.00,601.00,601.00,601.00,19.48,156,"93,756","93,756",2016-10-27
10/28/2016,601.00,/,/,601.00,0.00,0,0,0,2016-10-28
10/31/2016,601.00,601.00,601.00,601.00,0.00,30,"18,030","18,030",2016-10-31
11/1/2016,601.00,/,/,601.00,0.00,0,0,0,2016-11-01
11/2/2016,601.00,/,/,601.00,0.00,0,0,0,2016-11-02
11/3/2016,601.00,/,/,601.00,0.00,0,0,0,2016-11-03
11/4/2016,601.00,/,/,601.00,0.00,0,0,0,2016-11-04
11/7/2016,601.00,/,/,601.00,0.00,0,0,0,2016-11-07
11/8/2016,601.00,/,/,601.00,0.00,0,0,0,2016-11-08
11/9/2016,601.00,/,/,601.00,0.00,0,0,0,2016-11-09
11/10/2016,601.00,/,/,601.00,0.00,0,0,0,2016-11-10
11/11/2016,701.00,701.00,701.00,701.00,16.64,149,"104,449","104,449",2016-11-11
11/14/2016,951.00,951.00,951.00,951.00,35.66,60,"57,060","57,060",2016-11-14
11/15/2016,951.00,/,/,951.00,0.00,0,0,0,2016-11-15
11/16/2016,951.00,/,/,951.00,0.00,0,0,0,2016-11-16
11/17/2016,951.00,/,/,951.00,0.00,0,0,0,2016-11-17
11/18/2016,700.00,700.00,700.00,700.00,-26.39,478,"334,600","334,600",2016-11-18
11/21/2016,700.00,/,/,700.00,0.00,0,0,0,2016-11-21
11/22/2016,700.00,/,/,700.00,0.00,0,0,0,2016-11-22
11/23/2016,700.00,/,/,700.00,0.00,0,0,0,2016-11-23
11/24/2016,701.00,701.00,701.00,701.00,0.14,440,"308,440","308,440",2016-11-24
11/25/2016,701.00,/,/,701.00,0.00,0,0,0,2016-11-25
11/28/2016,700.00,700.00,700.00,700.00,-0.14,82,"57,400","57,400",2016-11-28
11/29/2016,700.00,/,/,700.00,0.00,0,0,0,2016-11-29
12/1/2016,700.00,/,/,700.00,0.00,0,0,0,2016-12-01
12/2/2016,700.00,/,/,700.00,0.00,0,0,0,2016-12-02
12/5/2016,700.00,/,/,700.00,0.00,0,0,0,2016-12-05
12/6/2016,700.00,/,/,700.00,0.00,0,0,0,2016-12-06
12/7/2016,700.00,/,/,700.00,0.00,0,0,0,2016-12-07
12/9/2016,700.00,/,/,700.00,0.00,0,0,0,2016-12-09
12/12/2016,700.00,/,/,700.00,0.00,0,0,0,2016-12-12
12/13/2016,700.00,700.00,700.00,700.00,0.00,198,"138,600","138,600",2016-12-13
12/14/2016,700.00,/,/,700.00,0.00,0,0,0,2016-12-14
12/15/2016,700.00,/,/,700.00,0.00,0,0,0,2016-12-15
12/16/2016,700.00,700.00,700.00,700.00,0.00,155,"108,500","108,500",2016-12-16
12/19/2016,700.00,/,/,700.00,0.00,0,0,0,2016-12-19
12/20/2016,700.00,/,/,700.00,0.00,0,0,0,2016-12-20
12/21/2016,700.00,/,/,700.00,0.00,0,0,0,2016-12-21
12/22/2016,700.00,/,/,700.00,0.00,0,0,0,2016-12-22
12/23/2016,700.00,700.00,700.00,700.00,0.00,62,"43,400","43,400",2016-12-23
12/26/2016,700.00,/,/,700.00,0.00,0,0,0,2016-12-26
12/27/2016,700.00,/,/,700.00,0.00,0,0,0,2016-12-27
12/28/2016,700.00,/,/,700.00,0.00,0,0,0,2016-12-28
12/29/2016,700.00,700.00,700.00,700.00,0.00,66,"46,200","46,200",2016-12-29
1/3/2017,700.00,/,/,700.00,0.00,0,0,0,2017-01-03
1/4/2017,700.00,/,/,700.00,0.00,0,0,0,2017-01-04
1/5/2017,700.00,700.00,700.00,700.00,0.00,200,"140,000","140,000",2017-01-05
1/9/2017,750.00,750.00,750.00,750.00,7.14,93,"69,750","69,750",2017-01-09
1/10/2017,750.00,/,/,750.00,0.00,0,0,0,2017-01-10
1/11/2017,750.00,/,/,750.00,0.00,0,0,0,2017-01-11
1/12/2017,750.00,/,/,750.00,0.00,0,0,0,2017-01-12
1/13/2017,750.00,750.00,750.00,750.00,0.00,100,"75,000","75,000",2017-01-13
1/16/2017,750.00,750.00,750.00,750.00,0.00,50,"37,500","37,500",2017-01-16
1/17/2017,800.00,800.00,800.00,800.00,6.67,104,"83,200","83,200",2017-01-17
1/18/2017,800.00,/,/,800.00,0.00,0,0,0,2017-01-18
1/20/2017,800.00,/,/,800.00,0.00,0,0,0,2017-01-20
1/23/2017,800.00,800.00,800.00,800.00,0.00,30,"24,000","24,000",2017-01-23
1/24/2017,800.00,800.00,800.00,800.00,0.00,85,"68,000","68,000",2017-01-24
1/25/2017,800.00,800.00,800.00,800.00,0.00,90,"72,000","72,000",2017-01-25
1/26/2017,800.00,/,/,800.00,0.00,0,0,0,2017-01-26
1/27/2017,800.00,/,/,800.00,0.00,0,0,0,2017-01-27
1/30/2017,800.00,/,/,800.00,0.00,0,0,0,2017-01-30
1/31/2017,800.00,/,/,800.00,0.00,0,0,0,2017-01-31
2/1/2017,800.00,/,/,800.00,0.00,0,0,0,2017-02-01
2/2/2017,800.00,/,/,800.00,0.00,0,0,0,2017-02-02
2/3/2017,800.00,/,/,800.00,0.00,0,0,0,2017-02-03
2/6/2017,800.00,800.00,800.00,800.00,0.00,50,"40,000","40,000",2017-02-06
2/7/2017,800.00,/,/,800.00,0.00,0,0,0,2017-02-07
2/8/2017,800.00,800.00,800.00,800.00,0.00,310,"248,000","248,000",2017-02-08
2/9/2017,800.00,800.00,800.00,800.00,0.00,27,"21,600","21,600",2017-02-09
2/10/2017,824.00,824.00,824.00,824.00,3.00,42,"34,608","34,608",2017-02-10
2/13/2017,824.00,/,/,824.00,0.00,0,0,0,2017-02-13
2/14/2017,880.00,880.00,880.00,880.00,6.80,20,"17,600","17,600",2017-02-14
2/15/2017,900.00,900.00,870.00,890.65,1.21,367,"326,870","326,870",2017-02-15
2/16/2017,900.00,/,/,890.65,0.00,0,0,0,2017-02-16
2/17/2017,900.00,/,/,890.65,0.00,0,0,0,2017-02-17
2/20/2017,900.00,/,/,890.65,0.00,0,0,0,2017-02-20
2/21/2017,900.00,/,/,890.65,0.00,0,0,0,2017-02-21
2/22/2017,900.00,/,/,890.65,0.00,0,0,0,2017-02-22
2/23/2017,900.00,/,/,890.65,0.00,0,0,0,2017-02-23
2/24/2017,900.00,/,/,890.65,0.00,0,0,0,2017-02-24
2/27/2017,900.00,/,/,890.65,0.00,0,0,0,2017-02-27
2/28/2017,900.00,/,/,890.65,0.00,0,0,0,2017-02-28
3/1/2017,900.00,/,/,890.65,0.00,0,0,0,2017-03-01
3/2/2017,900.00,/,/,890.65,0.00,0,0,0,2017-03-02
3/3/2017,900.00,/,/,890.65,0.00,0,0,0,2017-03-03
3/6/2017,900.00,/,/,890.65,0.00,0,0,0,2017-03-06
3/7/2017,900.00,/,/,890.65,0.00,0,0,0,2017-03-07
3/8/2017,900.00,/,/,890.65,0.00,0,0,0,2017-03-08
3/9/2017,900.00,/,/,890.65,0.00,0,0,0,2017-03-09
3/10/2017,900.00,/,/,890.65,0.00,0,0,0,2017-03-10
3/13/2017,864.00,870.00,864.00,864.61,-2.92,198,"171,192","171,192",2017-03-13
3/14/2017,864.00,/,/,864.61,0.00,0,0,0,2017-03-14
3/15/2017,840.00,840.00,840.00,840.00,-2.85,50,"42,000","42,000",2017-03-15
3/16/2017,840.00,/,/,840.00,0.00,0,0,0,2017-03-16
3/17/2017,840.00,/,/,840.00,0.00,0,0,0,2017-03-17
3/20/2017,840.00,/,/,840.00,0.00,0,0,0,2017-03-20
3/21/2017,840.00,/,/,840.00,0.00,0,0,0,2017-03-21
3/22/2017,840.00,/,/,840.00,0.00,0,0,0,2017-03-22
3/23/2017,840.00,/,/,840.00,0.00,0,0,0,2017-03-23
3/24/2017,840.00,/,/,840.00,0.00,0,0,0,2017-03-24
3/27/2017,840.00,/,/,840.00,0.00,0,0,0,2017-03-27
3/28/2017,865.00,865.00,865.00,865.00,2.98,100,"86,500","86,500",2017-03-28
3/29/2017,865.00,870.00,865.00,867.37,0.27,211,"183,015","183,015",2017-03-29
3/30/2017,865.00,865.00,865.00,865.00,-0.27,225,"194,625","194,625",2017-03-30
3/31/2017,865.00,/,/,865.00,0.00,0,0,0,2017-03-31
4/3/2017,865.00,/,/,865.00,0.00,0,0,0,2017-04-03
4/4/2017,865.00,/,/,865.00,0.00,0,0,0,2017-04-04
4/5/2017,865.00,/,/,865.00,0.00,0,0,0,2017-04-05
4/6/2017,870.00,870.00,870.00,870.00,0.58,10,"8,700","8,700",2017-04-06
4/7/2017,870.00,/,/,870.00,0.00,0,0,0,2017-04-07
4/10/2017,870.00,/,/,870.00,0.00,0,0,0,2017-04-10
4/11/2017,870.00,/,/,870.00,0.00,0,0,0,2017-04-11
4/12/2017,870.00,/,/,870.00,0.00,0,0,0,2017-04-12
4/13/2017,870.00,/,/,870.00,0.00,0,0,0,2017-04-13
4/18/2017,870.00,/,/,870.00,0.00,0,0,0,2017-04-18
4/19/2017,870.00,/,/,870.00,0.00,0,0,0,2017-04-19
4/20/2017,870.00,/,/,870.00,0.00,0,0,0,2017-04-20
4/21/2017,845.00,845.00,845.00,845.00,-2.87,136,"114,920","114,920",2017-04-21
4/24/2017,845.00,845.00,845.00,845.00,0.00,14,"11,830","11,830",2017-04-24
4/25/2017,845.00,/,/,845.00,0.00,0,0,0,2017-04-25
4/26/2017,845.00,/,/,845.00,0.00,0,0,0,2017-04-26
4/27/2017,845.00,846.00,845.00,845.28,0.03,160,"135,244","135,244",2017-04-27
4/28/2017,845.00,/,/,845.28,0.00,0,0,0,2017-04-28
5/2/2017,845.00,/,/,845.28,0.00,0,0,0,2017-05-02
5/3/2017,845.00,/,/,845.28,0.00,0,0,0,2017-05-03
5/4/2017,845.00,/,/,845.28,0.00,0,0,0,2017-05-04
5/5/2017,845.00,/,/,845.28,0.00,0,0,0,2017-05-05
5/8/2017,845.00,/,/,845.28,0.00,0,0,0,2017-05-08
5/9/2017,845.00,/,/,845.28,0.00,0,0,0,2017-05-09
5/10/2017,845.00,/,/,845.28,0.00,0,0,0,2017-05-10
5/11/2017,845.00,/,/,845.28,0.00,0,0,0,2017-05-11
5/12/2017,846.00,846.00,845.00,845.87,0.07,115,"97,275","97,275",2017-05-12
5/15/2017,845.00,845.00,845.00,845.00,-0.10,238,"201,110","201,110",2017-05-15
5/16/2017,845.00,/,/,845.00,0.00,0,0,0,2017-05-16
5/17/2017,845.00,/,/,845.00,0.00,0,0,0,2017-05-17
5/18/2017,850.00,850.00,845.00,849.66,0.55,295,"250,650","250,650",2017-05-18
5/19/2017,850.00,850.00,850.00,850.00,0.04,106,"90,100","90,100",2017-05-19
5/22/2017,850.00,/,/,850.00,0.00,0,0,0,2017-05-22
5/23/2017,875.00,875.00,875.00,875.00,2.94,100,"87,500","87,500",2017-05-23
5/25/2017,875.00,/,/,875.00,0.00,0,0,0,2017-05-25
5/26/2017,875.00,/,/,875.00,0.00,0,0,0,2017-05-26
5/29/2017,856.00,856.00,856.00,856.00,-2.17,27,"23,112","23,112",2017-05-29
5/30/2017,855.00,855.00,855.00,855.00,-0.12,220,"188,100","188,100",2017-05-30
5/31/2017,855.00,/,/,855.00,0.00,0,0,0,2017-05-31
6/1/2017,880.00,880.00,880.00,880.00,2.92,16,"14,080","14,080",2017-06-01
6/5/2017,905.00,905.00,870.00,896.90,1.92,159,"142,607","142,607",2017-06-05
6/6/2017,905.00,/,/,896.90,0.00,0,0,0,2017-06-06
6/7/2017,905.00,/,/,896.90,0.00,0,0,0,2017-06-07
6/8/2017,905.00,/,/,896.90,0.00,0,0,0,2017-06-08
6/9/2017,905.00,/,/,896.90,0.00,0,0,0,2017-06-09
6/12/2017,905.00,/,/,896.90,0.00,0,0,0,2017-06-12
6/13/2017,905.00,/,/,896.90,0.00,0,0,0,2017-06-13
6/14/2017,905.00,/,/,896.90,0.00,0,0,0,2017-06-14
6/15/2017,905.00,/,/,896.90,0.00,0,0,0,2017-06-15
6/16/2017,905.00,/,/,896.90,0.00,0,0,0,2017-06-16
6/19/2017,905.00,/,/,896.90,0.00,0,0,0,2017-06-19
6/20/2017,905.00,/,/,896.90,0.00,0,0,0,2017-06-20
6/21/2017,905.00,/,/,896.90,0.00,0,0,0,2017-06-21
6/22/2017,905.00,/,/,896.90,0.00,0,0,0,2017-06-22
6/23/2017,905.00,/,/,896.90,0.00,0,0,0,2017-06-23
6/27/2017,905.00,/,/,896.90,0.00,0,0,0,2017-06-27
6/28/2017,905.00,/,/,896.90,0.00,0,0,0,2017-06-28
6/29/2017,905.00,/,/,896.90,0.00,0,0,0,2017-06-29
6/30/2017,905.00,/,/,896.90,0.00,0,0,0,2017-06-30
7/3/2017,905.00,/,/,896.90,0.00,0,0,0,2017-07-03
7/4/2017,905.00,/,/,896.90,0.00,0,0,0,2017-07-04
7/5/2017,905.00,/,/,896.90,0.00,0,0,0,2017-07-05
7/6/2017,905.00,/,/,896.90,0.00,0,0,0,2017-07-06
7/7/2017,905.00,/,/,896.90,0.00,0,0,0,2017-07-07
7/10/2017,905.00,/,/,896.90,0.00,0,0,0,2017-07-10
7/11/2017,905.00,/,/,896.90,0.00,0,0,0,2017-07-11
7/12/2017,950.00,950.00,923.00,941.69,4.99,322,"303,225","303,225",2017-07-12
7/13/2017,910.00,910.00,910.00,910.00,-3.37,103,"93,730","93,730",2017-07-13
7/14/2017,910.00,/,/,910.00,0.00,0,0,0,2017-07-14
7/17/2017,910.00,/,/,910.00,0.00,0,0,0,2017-07-17
7/18/2017,950.00,950.00,950.00,950.00,4.40,24,"22,800","22,800",2017-07-18
7/19/2017,900.00,950.00,900.00,934.15,-1.67,82,"76,600","76,600",2017-07-19
7/20/2017,"1,000.00","1,000.00","1,000.00","1,000.00",7.05,170,"170,000","170,000",2017-07-20
7/21/2017,"1,000.00",/,/,"1,000.00",0.00,0,0,0,2017-07-21
7/24/2017,900.00,900.00,900.00,900.00,-10.00,10,"9,000","9,000",2017-07-24
7/25/2017,989.00,989.00,989.00,989.00,9.89,290,"286,810","286,810",2017-07-25
7/26/2017,989.00,/,/,989.00,0.00,0,0,0,2017-07-26
7/27/2017,989.00,/,/,989.00,0.00,0,0,0,2017-07-27
7/28/2017,"1,018.00","1,018.00","1,018.00","1,018.00",2.93,400,"407,200","407,200",2017-07-28
7/31/2017,"1,100.00","1,100.00","1,100.00","1,100.00",8.06,12,"13,200","13,200",2017-07-31
8/1/2017,"1,100.00","1,100.00","1,100.00","1,100.00",0.00,50,"55,000","55,000",2017-08-01
8/3/2017,"1,100.00",/,/,"1,100.00",0.00,0,0,0,2017-08-03
8/4/2017,"1,100.00",/,/,"1,100.00",0.00,0,0,0,2017-08-04
8/7/2017,"1,100.00",/,/,"1,100.00",0.00,0,0,0,2017-08-07
8/8/2017,"1,100.00",/,/,"1,100.00",0.00,0,0,0,2017-08-08
8/9/2017,"1,100.00",/,/,"1,100.00",0.00,0,0,0,2017-08-09
8/10/2017,"1,133.00","1,133.00","1,133.00","1,133.00",3.00,50,"56,650","56,650",2017-08-10
8/11/2017,"1,133.00",/,/,"1,133.00",0.00,0,0,0,2017-08-11
8/14/2017,"1,100.00","1,100.00","1,100.00","1,100.00",-2.91,210,"231,000","231,000",2017-08-14
8/15/2017,"1,100.00",/,/,"1,100.00",0.00,0,0,0,2017-08-15
8/16/2017,"1,133.00","1,133.00","1,080.00","1,105.08",0.46,258,"285,110","285,110",2017-08-16
8/17/2017,"1,133.00",/,/,"1,105.08",0.00,0,0,0,2017-08-17
8/18/2017,"1,133.00",/,/,"1,105.08",0.00,0,0,0,2017-08-18
8/21/2017,"1,110.00","1,110.00","1,110.00","1,110.00",0.45,18,"19,980","19,980",2017-08-21
8/22/2017,"1,110.00",/,/,"1,110.00",0.00,0,0,0,2017-08-22
8/23/2017,"1,110.00",/,/,"1,110.00",0.00,0,0,0,2017-08-23
8/24/2017,"1,110.00","1,110.00","1,110.00","1,110.00",0.00,10,"11,100","11,100",2017-08-24
8/25/2017,"1,110.00",/,/,"1,110.00",0.00,0,0,0,2017-08-25
8/29/2017,"1,170.00","1,170.00","1,140.00","1,147.14",3.35,105,"120,450","120,450",2017-08-29
8/30/2017,"1,170.00",/,/,"1,147.14",0.00,0,0,0,2017-08-30
8/31/2017,"1,170.00",/,/,"1,147.14",0.00,0,0,0,2017-08-31
9/1/2017,"1,145.00","1,145.00","1,145.00","1,145.00",-0.19,152,"174,040","174,040",2017-09-01
9/4/2017,"1,101.00","1,101.00","1,101.00","1,101.00",-3.84,35,"38,535","38,535",2017-09-04
9/5/2017,"1,101.00",/,/,"1,101.00",0.00,0,0,0,2017-09-05
9/6/2017,"1,140.00","1,140.00","1,140.00","1,140.00",3.54,230,"262,200","262,200",2017-09-06
9/7/2017,"1,140.00",/,/,"1,140.00",0.00,0,0,0,2017-09-07
9/11/2017,"1,140.00",/,/,"1,140.00",0.00,0,0,0,2017-09-11
9/12/2017,"1,140.00",/,/,"1,140.00",0.00,0,0,0,2017-09-12
9/13/2017,"1,140.00",/,/,"1,140.00",0.00,0,0,0,2017-09-13
9/14/2017,"1,140.00",/,/,"1,140.00",0.00,0,0,0,2017-09-14
9/15/2017,"1,140.00",/,/,"1,140.00",0.00,0,0,0,2017-09-15
9/18/2017,"1,140.00",/,/,"1,140.00",0.00,0,0,0,2017-09-18
9/19/2017,"1,140.00",/,/,"1,140.00",0.00,0,0,0,2017-09-19
9/20/2017,"1,050.00","1,050.00","1,050.00","1,050.00",-7.89,5,"5,250","5,250",2017-09-20
9/21/2017,"1,050.00",/,/,"1,050.00",0.00,0,0,0,2017-09-21
9/22/2017,"1,050.00",/,/,"1,050.00",0.00,0,0,0,2017-09-22
9/25/2017,"1,050.00",/,/,"1,050.00",0.00,0,0,0,2017-09-25
9/26/2017,"1,050.00",/,/,"1,050.00",0.00,0,0,0,2017-09-26
9/27/2017,"1,050.00",/,/,"1,050.00",0.00,0,0,0,2017-09-27
9/28/2017,"1,050.00",/,/,"1,050.00",0.00,0,0,0,2017-09-28
9/29/2017,"1,050.00",/,/,"1,050.00",0.00,0,0,0,2017-09-29
10/2/2017,"1,050.00",/,/,"1,050.00",0.00,0,0,0,2017-10-02
10/3/2017,"1,050.00",/,/,"1,050.00",0.00,0,0,0,2017-10-03
10/4/2017,"1,050.00",/,/,"1,050.00",0.00,0,0,0,2017-10-04
10/5/2017,"1,050.00",/,/,"1,050.00",0.00,0,0,0,2017-10-05
10/6/2017,"1,039.00","1,039.00","1,039.00","1,039.00",-1.05,50,"51,950","51,950",2017-10-06
10/9/2017,"1,039.00",/,/,"1,039.00",0.00,0,0,0,2017-10-09
10/10/2017,"1,039.00",/,/,"1,039.00",0.00,0,0,0,2017-10-10
10/12/2017,"1,039.00",/,/,"1,039.00",0.00,0,0,0,2017-10-12
10/13/2017,"1,039.00",/,/,"1,039.00",0.00,0,0,0,2017-10-13
10/16/2017,"1,039.00",/,/,"1,039.00",0.00,0,0,0,2017-10-16
10/17/2017,"1,039.00",/,/,"1,039.00",0.00,0,0,0,2017-10-17
10/18/2017,"1,039.00",/,/,"1,039.00",0.00,0,0,0,2017-10-18
10/19/2017,940.00,940.00,940.00,940.00,-9.53,100,"94,000","94,000",2017-10-19
10/20/2017,940.00,/,/,940.00,0.00,0,0,0,2017-10-20
10/24/2017,940.00,/,/,940.00,0.00,0,0,0,2017-10-24
10/25/2017,940.00,/,/,940.00,0.00,0,0,0,2017-10-25
